0.042012,0.287413,0.010780,0.000278,0.000006,0.000000,0.000002,0.000073,0.003385,0.166804,10.742281,5.869943,0.446314,0.017202,0.001404,0.000050,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2.079662,14.931261,0.288947,0.005445,0.000094,0.000002,0.000014,0.000577,0.020772,0.607948,7.819439,7.238278,1.938056,0.023135,0.069702,0.002043,0.000044,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
105.000647,6.684859,0.123675,0.002281,0.000040,0.000005,0.000234,0.011670,0.563337,27.197686,20.488558,2.190140,0.115054,0.369159,4.324609,0.072711,0.001118,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19.243594,0.496756,0.011056,0.000230,0.000005,0.000030,0.001828,0.109478,7.866398,136.937872,29.208417,3.752306,0.547847,18.328630,9.502878,0.184839,0.003385,0.000066,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.378639,0.015649,0.000465,0.000012,0.000000,0.000002,0.000104,0.004430,0.153984,2.529282,3.400425,0.175153,0.022459,0.300241,0.188567,0.006793,0.000199,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.006782,0.000393,0.000015,0.000001,0.000000,0.000000,0.000004,0.000132,0.003415,0.046091,0.080010,0.004983,0.000583,0.004855,0.003499,0.000201,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000119,0.000009,0.000000,0.000001,0.000014,0.000004,0.000000,0.000003,0.000072,0.000827,0.001352,0.000107,0.000012,0.000075,0.000069,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000002,0.000000,0.000004,0.000064,0.000785,0.000206,0.000016,0.000002,0.000002,0.000015,0.000019,0.000002,0.000000,0.000001,0.000002,0.000002,0.000013,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000005,0.000212,0.002989,0.043989,0.011130,0.000732,0.000073,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000103,0.000736,0.000052,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000004,0.000287,0.018073,0.132715,2.460782,0.569130,0.030969,0.003167,0.000157,0.000006,0.000000,0.000000,0.000000,0.000008,0.000232,0.005239,0.041374,0.002196,0.000078,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000126,0.015870,1.622717,4.374299,138.524993,25.219595,1.123209,0.125855,0.005016,0.000146,0.000004,0.000000,0.000005,0.000206,0.008280,0.267162,2.322724,0.082491,0.002194,0.000052,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000004,0.000287,0.018077,0.132926,2.472331,1.181214,28.492354,4.088106,0.111917,0.002515,0.000051,0.000002,0.000065,0.003780,0.226048,14.375082,129.567002,2.319683,0.041271,0.000733,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000005,0.000217,0.003291,0.061252,1.045742,68.072052,22.164865,0.368867,0.006694,0.000125,0.000002,0.000005,0.000206,0.008280,0.267162,2.322724,0.082491,0.002194,0.000052,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000004,0.000085,0.001672,0.034239,1.030262,0.383454,0.013533,0.000376,0.000009,0.000000,0.000000,0.000008,0.000232,0.005239,0.041374,0.002196,0.000078,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000002,0.000045,0.000888,0.017119,0.007188,0.000384,0.000014,0.000000,0.000000,0.000000,0.000000,0.000006,0.000103,0.000736,0.000052,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000001,0.000021,0.000299,0.000138,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000013,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
