0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.011130,0.027661,0.630680,22.211320,0.583215,0.025369,0.012137,0.011835,0.011829,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011829,0.011838,0.012078,0.016544,0.028873,0.321005
0.016445,0.257141,12.321116,19.907279,10.848001,0.209680,0.016451,0.013020,0.012956,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012961,0.013197,0.021603,0.247444,0.611770,15.288473
0.012192,0.027463,0.518383,13.845255,0.488805,0.026178,0.013343,0.013019,0.013011,0.013010,0.013010,0.013010,0.013010,0.013010,0.013010,0.013010,0.013010,0.013010,0.013010,0.013010,0.013010,0.013010,0.013010,0.013012,0.013092,0.017303,0.238881,11.442691,16.337230,20.805264
0.011956,0.019384,0.337203,15.957756,1.295000,0.055597,0.014162,0.013041,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013013,0.013060,0.015435,0.136837,6.054008,15.077530,8.845051
0.011845,0.013640,0.043038,1.286667,51.051699,0.988103,0.031850,0.013378,0.013020,0.013013,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013013,0.013029,0.013909,0.058050,2.282957,0.316711,0.184125
0.011830,0.012994,0.014362,0.055625,1.000513,0.780895,0.040460,0.013766,0.013031,0.013014,0.013024,0.013014,0.013013,0.013012,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013013,0.013058,0.014674,0.055844,0.019492,0.015256
0.011829,0.012961,0.013299,0.027360,0.762840,40.890181,0.744843,0.026251,0.013259,0.013060,0.013593,0.013059,0.013015,0.013013,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013014,0.013056,0.013823,0.013093,0.011897
0.011828,0.012956,0.013030,0.013768,0.039786,0.744830,0.039452,0.013744,0.013095,0.014745,0.044285,0.014821,0.013084,0.013015,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013014,0.013028,0.012961,0.011845
0.011828,0.012955,0.013012,0.013040,0.013747,0.026250,0.013742,0.013082,0.014744,0.075458,1.705610,0.076293,0.014821,0.013059,0.013014,0.013012,0.013012,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013013,0.013021,0.013119,0.013103,0.012409
0.011828,0.012955,0.013011,0.013013,0.013031,0.013256,0.013041,0.013592,0.044275,1.705531,91.915116,1.705609,0.044286,0.013592,0.013024,0.013013,0.013013,0.013023,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013013,0.013025,0.013297,0.017372,0.020002,0.029882
0.011828,0.012955,0.013011,0.013023,0.013014,0.013017,0.013014,0.013055,0.014743,0.075453,1.705531,0.075464,0.014821,0.013063,0.013016,0.013015,0.013056,0.013591,0.013055,0.013014,0.013012,0.013012,0.013012,0.013013,0.013022,0.013318,0.021391,0.212680,0.364582,0.473608
0.011828,0.012957,0.013053,0.013591,0.013055,0.013014,0.013012,0.013014,0.013076,0.014743,0.044279,0.014821,0.013916,0.013093,0.013020,0.013079,0.014745,0.044271,0.014742,0.013076,0.013014,0.013012,0.013012,0.013016,0.013189,0.019882,0.237945,4.325799,2.830583,1.816678
0.011830,0.013019,0.014742,0.044279,0.014743,0.013076,0.013014,0.013012,0.013014,0.013055,0.013592,0.013064,0.013094,0.013022,0.013057,0.014744,0.075446,1.705456,0.075444,0.014742,0.013055,0.013013,0.013013,0.013063,0.015737,0.158404,7.950947,6.781299,6.761645,6.742746
0.011871,0.014686,0.075459,1.705609,0.075461,0.014743,0.013055,0.013013,0.013012,0.013014,0.013025,0.013019,0.013020,0.013025,0.013592,0.044272,1.705457,91.914415,1.705455,0.044271,0.013591,0.013023,0.013013,0.013018,0.013246,0.022688,0.376529,11.822326,6.414777,12.850014
0.012407,0.044222,1.705608,91.915953,1.705609,0.044279,0.013591,0.013023,0.013013,0.013013,0.013021,0.013016,0.013020,0.013017,0.013060,0.014744,0.075445,1.705456,0.075444,0.014742,0.013055,0.013013,0.013012,0.013014,0.013069,0.015859,0.161675,7.397766,6.798374,6.825688
0.011871,0.014686,0.075459,1.705610,0.075461,0.014743,0.013055,0.013014,0.013014,0.013043,0.013429,0.013047,0.013017,0.013022,0.013084,0.013085,0.014745,0.044271,0.014742,0.013076,0.013014,0.013012,0.013012,0.013012,0.013016,0.013162,0.018298,0.159597,0.272923,6.727193
0.011830,0.013019,0.014742,0.044279,0.014743,0.013076,0.013015,0.013015,0.013059,0.014262,0.035812,0.014420,0.013074,0.013083,0.013683,0.013083,0.013059,0.013591,0.013055,0.013014,0.013012,0.013012,0.013012,0.013012,0.013013,0.013018,0.013160,0.015760,0.019800,0.124626
0.011828,0.012957,0.013053,0.013591,0.013055,0.013015,0.013015,0.013045,0.014266,0.058611,1.254929,0.067002,0.014744,0.013069,0.013082,0.013020,0.013014,0.013023,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013013,0.013016,0.013064,0.013119,0.013796
0.011828,0.012955,0.013011,0.013023,0.013013,0.013013,0.013021,0.013433,0.035875,1.255571,67.153477,1.705545,0.052728,0.013915,0.013036,0.013013,0.013012,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.012959,0.011865
0.011828,0.012955,0.013011,0.013013,0.013012,0.013013,0.013014,0.013046,0.014426,0.067066,1.705550,24.837328,0.465364,0.021520,0.013176,0.013016,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013010,0.012955,0.011829
0.011828,0.012956,0.013018,0.013020,0.013014,0.013013,0.013013,0.013015,0.013071,0.014748,0.052730,0.465364,0.029987,0.013500,0.013025,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013010,0.012955,0.011828
0.011830,0.012984,0.013421,0.013365,0.013072,0.013016,0.013013,0.013013,0.013015,0.013062,0.013916,0.021520,0.013500,0.013031,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013011,0.012955,0.011829
0.011872,0.014145,0.035112,0.029293,0.015122,0.013129,0.013017,0.013013,0.013013,0.013014,0.013033,0.013176,0.013025,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013011,0.012956,0.011834
0.013009,0.056182,1.204385,0.810094,0.078473,0.015703,0.013096,0.013015,0.013013,0.013013,0.013015,0.013044,0.013018,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.012976,0.012109
0.033484,1.191891,64.509484,27.318465,2.041074,0.055960,0.013941,0.013032,0.013013,0.013016,0.013102,0.014425,0.013277,0.013029,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013014,0.013042,0.013801,0.027117
0.021548,0.200039,1.207736,0.543377,0.065789,0.015050,0.013073,0.013015,0.013016,0.013112,0.016009,0.079458,0.025315,0.013636,0.013035,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013013,0.013033,0.013868,0.043834,0.835273
0.344738,8.886067,0.399921,0.051019,0.015379,0.013113,0.013016,0.013015,0.013060,0.014909,0.088966,2.954383,0.581765,0.033404,0.013580,0.013026,0.013013,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013012,0.013018,0.013310,0.028929,0.853165,43.232724
10.555033,13.934618,12.261306,0.966313,0.034341,0.013491,0.013022,0.013023,0.013443,0.028853,0.499007,4.702102,26.190840,0.516091,0.022527,0.013191,0.013014,0.013011,0.013010,0.013010,0.013010,0.013010,0.013010,0.013010,0.013011,0.013017,0.013333,0.030077,0.927168,50.353470
9.040011,14.320302,5.624289,0.405359,0.026166,0.013271,0.012964,0.013081,0.019084,0.265788,5.158238,24.698693,0.950484,0.039909,0.013641,0.012971,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012955,0.012956,0.012979,0.013890,0.046154,0.910401
12.292219,4.653526,3.804088,0.387260,0.063941,0.013171,0.011852,0.011889,0.015420,0.417965,6.574941,24.369400,0.486701,0.021146,0.012013,0.011832,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011830,0.011862,0.012702,0.027237
