0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.000117,0.000187,0.000217,0.000236,0.000298,0.000817,0.006673,0.073986,0.793724,7.340598,40.506420,3.441684,0.284314,0.023486,0.002467,0.000713,0.000692,0.001808,0.005177,0.005155,0.001428,0.000419,0.000250,0.000227,0.000225,0.000226,0.000232,0.000255,0.000303,0.000351
0.000186,0.000297,0.000345,0.000378,0.000507,0.001866,0.020581,0.291423,4.303335,64.769829,54.454597,4.384034,0.353874,0.029193,0.003401,0.001469,0.003487,0.016949,0.064577,0.067001,0.013390,0.002110,0.000555,0.000378,0.000362,0.000375,0.000452,0.000760,0.001537,0.003201
0.000214,0.000343,0.000397,0.000424,0.000487,0.000948,0.005880,0.059718,0.590413,4.578585,4.428869,0.662649,0.076571,0.008648,0.002084,0.003718,0.023959,0.165684,0.824745,0.870696,0.124037,0.013462,0.001637,0.000525,0.000444,0.000559,0.001303,0.004709,0.013157,0.039794
0.000226,0.000365,0.000428,0.000453,0.000484,0.000575,0.001416,0.008731,0.062861,0.333464,0.356626,0.076509,0.011894,0.002214,0.002346,0.016073,0.158988,1.468503,10.540054,10.306571,0.870762,0.067174,0.005459,0.000842,0.000602,0.001526,0.008563,0.047726,0.127462,0.515793
0.000240,0.000406,0.000513,0.000619,0.000796,0.000610,0.000636,0.001458,0.006455,0.025437,0.029008,0.008577,0.002055,0.001087,0.004681,0.054533,0.724587,9.835115,136.034416,10.540202,0.825005,0.065044,0.005693,0.001009,0.001230,0.007904,0.072898,0.563500,1.171856,6.935827
0.000277,0.000534,0.000934,0.002088,0.004845,0.001979,0.000843,0.000689,0.001111,0.002690,0.004177,0.005465,0.002081,0.000953,0.002005,0.015819,0.155969,1.419885,9.839277,1.470134,0.166619,0.018077,0.002746,0.001125,0.003560,0.040258,0.538389,9.154994,9.995337,17.435965
0.000363,0.001014,0.003704,0.016905,0.058161,0.016686,0.003530,0.001157,0.001119,0.003507,0.016621,0.057839,0.016465,0.003407,0.001388,0.003968,0.026163,0.171725,0.781980,0.175304,0.027741,0.005435,0.002004,0.001393,0.005957,0.069469,0.885993,9.761472,10.283344,13.874822
0.000634,0.003514,0.024728,0.166233,0.775537,0.166045,0.024777,0.004213,0.003988,0.024319,0.165444,0.774706,0.165464,0.024351,0.004003,0.004618,0.027673,0.181070,0.828949,0.181196,0.027790,0.004961,0.001711,0.001422,0.007342,0.077334,0.730638,5.663596,11.177076,18.598952
0.001752,0.016621,0.166026,1.518710,10.540610,1.518814,0.166745,0.019136,0.018650,0.165818,1.517672,10.539230,1.517751,0.165865,0.018422,0.018761,0.166844,1.519689,10.543639,1.519336,0.166179,0.017097,0.002370,0.001202,0.005512,0.059210,0.674651,6.479868,16.878173,12.921914
0.004520,0.057882,0.775222,10.540368,144.822993,10.540766,0.776646,0.063862,0.063188,0.775466,10.539341,144.821348,10.539454,0.775488,0.062700,0.062939,0.776085,10.540066,144.821985,10.539582,0.774976,0.058051,0.004944,0.001150,0.003530,0.033548,0.339268,3.882909,7.307214,12.071217
0.001687,0.016425,0.165649,1.518267,10.540282,1.518675,0.166854,0.019541,0.018983,0.165985,1.517735,10.539265,1.517806,0.165960,0.018481,0.018589,0.166252,1.518078,10.539456,1.517737,0.165526,0.016581,0.002066,0.000783,0.001315,0.008030,0.061962,0.387532,1.190010,7.486564
0.000536,0.003221,0.024181,0.165629,0.775115,0.165864,0.024847,0.004569,0.004354,0.024553,0.165543,0.774760,0.165545,0.024481,0.004039,0.004055,0.024556,0.165618,0.774786,0.165446,0.024202,0.003424,0.000959,0.000740,0.000729,0.001697,0.009029,0.046411,0.163018,0.718106
0.000279,0.000770,0.003270,0.016472,0.057887,0.016593,0.003644,0.001615,0.001899,0.003954,0.016725,0.057881,0.016514,0.003454,0.001125,0.001117,0.003453,0.016499,0.057793,0.016443,0.003353,0.001055,0.001068,0.001781,0.001188,0.000825,0.001513,0.005455,0.018464,0.062586
0.000233,0.000411,0.000722,0.001895,0.004748,0.002040,0.001339,0.002609,0.005777,0.003119,0.002694,0.004940,0.001968,0.000814,0.000577,0.000574,0.000808,0.001913,0.004709,0.001914,0.000910,0.001416,0.004903,0.014802,0.007838,0.002381,0.000929,0.000996,0.002134,0.005244
0.000229,0.000366,0.000445,0.000569,0.000836,0.001082,0.003658,0.017260,0.059067,0.017589,0.004015,0.001391,0.000689,0.000508,0.000483,0.000524,0.000637,0.000627,0.000777,0.000668,0.001344,0.006909,0.040194,0.169031,0.082408,0.018562,0.003365,0.000874,0.000574,0.000615
0.000271,0.000381,0.000426,0.000480,0.000796,0.003397,0.024467,0.166213,0.775942,0.166503,0.024738,0.003542,0.000848,0.000533,0.000604,0.001117,0.002492,0.001107,0.000639,0.000916,0.004824,0.040158,0.323230,2.022304,0.923792,0.165801,0.022297,0.002908,0.000635,0.000280
0.000848,0.000624,0.000496,0.000579,0.001908,0.016478,0.165587,1.518100,10.540059,1.518498,0.165932,0.016660,0.002033,0.000820,0.001715,0.007366,0.028910,0.007215,0.001695,0.001822,0.014742,0.168972,2.022265,22.668981,10.540666,1.370075,0.141343,0.013465,0.001502,0.000323
0.008293,0.003315,0.001095,0.000879,0.004727,0.057760,0.774671,10.539215,144.821463,10.539704,0.775082,0.057998,0.005013,0.002110,0.010080,0.071240,0.451544,0.069545,0.009361,0.002150,0.007890,0.082351,0.923730,10.540632,123.673041,8.684138,0.622800,0.045084,0.003568,0.000455
0.102767,0.031846,0.006180,0.001445,0.002028,0.016413,0.165309,1.517458,10.539123,1.517764,0.165583,0.016668,0.002864,0.007716,0.066183,0.671170,6.716007,0.648576,0.059492,0.006233,0.002851,0.018552,0.165750,1.370042,8.684134,1.219591,0.128925,0.012432,0.001416,0.000314
1.265795,0.321714,0.047421,0.006148,0.001443,0.003365,0.024074,0.165294,0.774608,0.165416,0.024218,0.003749,0.004192,0.032423,0.322781,3.234461,31.080906,2.900355,0.254162,0.022039,0.002609,0.003477,0.022285,0.141343,0.622824,0.128952,0.018258,0.002493,0.000581,0.000247
13.804001,3.087748,0.341685,0.032243,0.003427,0.001182,0.003310,0.016387,0.057729,0.016427,0.003427,0.002050,0.011969,0.124383,1.364892,13.988328,120.585993,8.948495,0.677113,0.051872,0.004450,0.001155,0.002957,0.013512,0.045146,0.012492,0.002527,0.000716,0.000399,0.000230
59.887880,27.143352,1.870722,0.125836,0.009206,0.001277,0.000872,0.001929,0.004722,0.001927,0.001018,0.003076,0.030901,0.401283,5.510551,73.337407,14.159304,1.681834,0.172689,0.016844,0.001968,0.000649,0.000736,0.001613,0.003686,0.001525,0.000667,0.000456,0.000365,0.000226
36.942290,5.261286,0.495479,0.043508,0.004593,0.001141,0.000778,0.000979,0.001082,0.000716,0.000848,0.003621,0.034431,0.374210,4.096834,44.845401,4.982742,0.563145,0.059905,0.006339,0.001022,0.000515,0.000485,0.000554,0.000689,0.000539,0.000457,0.000417,0.000358,0.000224
27.148736,2.567199,0.236532,0.022593,0.003522,0.001572,0.002224,0.005324,0.004449,0.001546,0.001129,0.004908,0.050853,0.596972,7.049286,18.987980,8.044161,0.865781,0.078487,0.006803,0.000945,0.000482,0.000446,0.000449,0.000457,0.000443,0.000430,0.000410,0.000356,0.000224
2.208244,0.378995,0.048821,0.007552,0.003088,0.004244,0.017151,0.062772,0.050866,0.010650,0.002309,0.002650,0.016520,0.146519,1.192027,8.187849,1.447238,0.197321,0.021623,0.002432,0.000612,0.000448,0.000433,0.000432,0.000432,0.000430,0.000424,0.000408,0.000356,0.000224
0.178356,0.044075,0.008255,0.002938,0.004452,0.024454,0.165874,0.808850,0.647966,0.092020,0.010969,0.002597,0.005629,0.042820,0.424715,4.896876,0.449731,0.047819,0.005469,0.000941,0.000479,0.000433,0.000428,0.000428,0.000428,0.000426,0.000423,0.000407,0.000355,0.000223
0.014343,0.004981,0.001805,0.002512,0.016429,0.161094,1.484760,10.540383,8.769963,0.648086,0.051166,0.005026,0.002165,0.007971,0.053809,0.331881,0.055468,0.008021,0.001367,0.000531,0.000435,0.000425,0.000423,0.000423,0.000423,0.000422,0.000419,0.000404,0.000352,0.000221
0.001333,0.000857,0.000933,0.004700,0.055506,0.740842,10.058095,137.571482,10.540466,0.809007,0.062969,0.005604,0.001252,0.001646,0.006259,0.023942,0.006277,0.001434,0.000556,0.000427,0.000410,0.000408,0.000408,0.000408,0.000408,0.000407,0.000404,0.000389,0.000339,0.000213
0.000278,0.000365,0.000509,0.001798,0.015743,0.158345,1.450501,10.057777,1.484651,0.165825,0.017049,0.002190,0.000743,0.000618,0.000998,0.002194,0.000953,0.000479,0.000376,0.000358,0.000356,0.000356,0.000356,0.000356,0.000356,0.000355,0.000352,0.000339,0.000296,0.000186
0.000125,0.000197,0.000251,0.000519,0.002913,0.022674,0.156833,0.736523,0.159355,0.023538,0.003249,0.000736,0.000395,0.000307,0.000305,0.000377,0.000282,0.000237,0.000226,0.000224,0.000224,0.000224,0.000224,0.000224,0.000224,0.000223,0.000221,0.000213,0.000186,0.000117
